Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
10/16/2023,8:20:17,167,1,150,5363,FRUIT,K13-24K09
10/16/2023,9:11:46,4053,10,4000,5108,INALMA,GOYA-9047
10/16/2023,9:50:13,1989,8,1989,5107,INALMA,GOYA-9093
10/16/2023,10:14:52,1072,5,1000,5109,INALMA,GOYA-9105
10/16/2023,10:45:42,2082,10,2000,5110,INALMA,GOYA-9100
10/16/2023,11:19:09,2088,8,2000,5105,INALMA,GOYA-9102
10/16/2023,12:35:55,5040,10,5000,5106,INALMA,GOYA-9101
10/16/2023,13:29:34,4427,5,4427,5103,INALMA,GOYA-9098
10/16/2023,15:46:11,17517,15,17500,5104,INALMA,GOYA-9046
10/16/2023,16:47:41,5516,6,5450,5164,AQUAFINCA,33180050
