Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/29/2023,7:57:55,1843,3,1770,7079,FRUIT,20A09
11/29/2023,8:41:20,510,3,509,6973,BAY ISLAND,17.5X13.5X12
11/29/2023,9:00:44,1522,3,1522,6974,BAY ISLAND,20X131/2X12.
11/29/2023,9:16:03,505,3,500,6975,BAY ISLAND,20X16X9.5
11/29/2023,9:51:20,2021,3,2020,6976,BAY ISLAND,21X13X6
11/29/2023,10:12:33,995,3,995,6977,BAY ISLAND,23X13X12.85
11/29/2023,10:37:16,1031,3,1000,6911,DELPHI,54743000
11/29/2023,11:06:00,1002,3,1000,7039,GILDAN,COVER-L382
11/29/2023,11:25:39,1018,3,1018,7033,ELCATEX,12x12x8
11/29/2023,12:18:15,514,2,500,7034,ELCATEX,24X9X12
11/29/2023,12:49:19,438,2,400,7036,ELCATEX,32X10X21
11/29/2023,13:06:15,539,2,500,7031,INHMESA,GRAG-0475
11/29/2023,13:49:47,491,3,491,7032,INHMESA,GRAG-0475-GS
11/29/2023,14:36:09,3038,4,3000,6881,LEAR,HSCO-231409
