Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/30/2023,9:34:28,341,3,317,7067,AVENT,70038808
11/30/2023,9:44:39,436,3,436,7142,FRUIT,K13-16A09
11/30/2023,11:07:52,4174,3,4000,7141,FRUIT,K13-07606
11/30/2023,11:19:43,5132,3,1032,7141,FRUIT,K13-07606
11/30/2023,12:09:09,2146,3,2146,7170,GILDAN,BOX-14
11/30/2023,12:20:53,351,3,351,7171,GILDAN,BOX-71
11/30/2023,12:21:01,351,3,351,7171,GILDAN,BOX-71
11/30/2023,13:18:52,3101,3,3101,7040,INALMA,SB-040
11/30/2023,13:43:24,966,3,966,7041,INALMA,SB-071
11/30/2023,14:13:59,1166,3,1000,7042,INALMA,SB-024
11/30/2023,14:41:30,1954,3,1954,7043,INALMA,YUCA-20LBS
11/30/2023,15:34:20,4072,3,4072,7057,INALMA,GOYA-9100
