Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
10/26/2023,7:09:06,1019,9,1000,5638,LEAR,EHS2-201114
10/26/2023,7:29:51,119,3,100,5680,LEAR,IMC100
10/26/2023,7:54:44,238,3,200,5828,LEAR,IBOX-231407H
10/26/2023,8:46:15,3066,6,3000,5637,LEAR,HSCO-231409
10/26/2023,13:02:06,20153,30,20000,5635,LEAR,HSC1-231409
10/26/2023,13:34:01,886,7,700,5778,EMPIRE,EATON
10/26/2023,13:46:58,1889,5,1200,5778,EMPIRE,MANITO
10/26/2023,13:48:55,3009,2,3000,5830,INHMESA,GRAG-0650E
10/26/2023,14:48:01,2530,5,2000,5831,INHMESA,GRAG-0425
10/26/2023,14:48:09,2530,3,2000,5832,INHMESA,GRAG-O425-GS
10/26/2023,15:14:23,1479,3,1479,5832,INHMESA,GRAG-O425-GS
10/26/2023,15:42:45,1016,6,1000,5833,INHMESA,GRAG-0575-GS
10/26/2023,15:56:54,493,3,493,5834,INHMESA,GRAG-0625-GS
