Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
12/18/2023,7:35:40,3574,3,3500,7608,LEAR,HSCO-231409
12/18/2023,7:35:43,3574,3,3500,7608,LEAR,HSCO-231409
12/18/2023,7:55:37,834,2,800,7693,EMPIRE,DECOMA-TAPA
12/18/2023,9:06:33,221,2,221,7694,EMPIRE,TRW-TAPA
12/18/2023,9:06:37,221,2,221,7694,EMPIRE,TRW-TAPA
12/18/2023,9:34:05,117,2,100,7704,EMPIRE,DECOMA-TAPA
12/18/2023,9:58:13,116,3,115,7705,EMPIRE,FONDO-PCB
12/18/2023,10:15:36,309,3,308,7691,EMPIRE,STE-0270
12/18/2023,10:23:19,514,2,500,7688,EMPIRE,EATON
12/18/2023,10:41:17,985,2,985,7688,EMPIRE,MANITO
12/18/2023,10:59:50,778,2,778,7692,EMPIRE,DECOMA FONDO
12/18/2023,11:18:14,1219,2,1219,7689,EMPIRE,TRW-263
12/18/2023,12:17:15,527,0,527,7618,BAY-ISLAND,20x16x7.5
12/18/2023,13:02:15,2490,5,2400,7617,BAY ISLAND,12X10X3
12/18/2023,13:25:22,1540,3,1540,7619,BAY ISLAND,17-5X12X6
12/18/2023,13:44:32,471,3,471,7817,GILDAN,BOX-15
12/18/2023,14:18:32,949,3,948,7816,GILDAN,BOX-14
12/18/2023,15:57:31,3012,2,3012,7799,INHMESA,GRAG-0650-E
