Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/3/2023,11:29:22,20212,40,20000,5830,LEAR,HSC1-231409
11/3/2023,12:26:59,318,2,300,5982,AVENT,70038808
11/3/2023,13:14:14,2020,2,2000,6139,FRUIT,KRF-21E08
11/3/2023,13:34:08,315,5,300,6133,FRUIT,K13-20G06
11/3/2023,13:51:08,384,4,384,6132,FRUIT,K13.16A09
11/3/2023,14:29:54,3046,6,3000,6131,FRUIT,K13-12809
11/3/2023,15:01:21,1532,5,1500,6134,FRUIT,K13-20G07
11/3/2023,15:33:45,2739,5,2739,6130,FRUIT,K13-10807
11/3/2023,16:04:41,3120,5,3000,6129,FRUIT,K13-09706
11/3/2023,22:16:45,4000,30,4000,5989,LEAR,HSCO-231409
