Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/13/2023,7:52:07,4976,4,4976,6262,INHMESA,GRAG-0650-E
11/13/2023,8:07:17,500,2,500,6263,INHMESA,GRAG-O900
11/13/2023,8:18:33,482,2,482,6264,INHMESA,GRAG-1000
11/13/2023,9:01:23,527,5,500,6268,INHMESA,GRAP-0575-GS
11/13/2023,9:25:09,1005,5,1000,6266,INHMESA,GRAG-O425-GS
11/13/2023,9:42:39,1006,5,1000,6267,INHMESA,GRAG-O475-GS
11/13/2023,10:10:55,1011,5,1000,6268,INHMESA,GRAG-0575-GS
11/13/2023,10:23:54,502,2,500,6269,INHMESA,GRAG-0625-GS
11/13/2023,10:40:46,495,2,495,6270,INHMESA,GRAG-O750-GS
11/13/2023,11:02:35,1010,3,1000,6266,INHMESA,GRAG-O425-GS
11/13/2023,11:19:22,503,3,500,6272,INHMESA,GRAG-O525-GS
11/13/2023,12:27:08,499,3,499,6358,PETRALEX,BOX-07A
11/13/2023,12:45:38,506,3,500,6359,BAY ISLAND,20X131/2X12.
11/13/2023,13:00:24,709,3,700,6360,BAY ISLAND,20X16X7.5
11/13/2023,13:12:16,500,3,500,6361,BAY ISLAND,21X13X6
11/13/2023,13:30:09,502,2,500,6415,FRUIT,K13-24D13
11/13/2023,13:51:59,1024,4,1000,6414,FRUIT,K13-20G07
11/13/2023,14:31:59,2034,4,2000,6423,FRUIT,KRF-21E08
11/13/2023,16:02:09,3021,35,3021,6140,LEAR,HSC1-231409
