Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/24/2023,8:06:04,5636,10,5535,6719,GILDAN,COVER-L382
11/24/2023,8:49:37,1524,4,1500,6766,GILDAN,BOX-90
11/24/2023,9:18:48,2028,3,2000,6761,GILDAN,BOX-10
11/24/2023,9:39:16,1026,3,1000,6767,ELCATEX,12x12x8
11/24/2023,9:47:44,317,2,300,6768,ELCATEX,22.5X10X10
11/24/2023,10:37:16,2038,5,2000,6770,ELCATEX,25X10X20
11/24/2023,10:55:39,517,3,500,6769,ELCATEX,24X8X12
11/24/2023,11:25:38,1550,3,3,6773,PETRALEX,MDT-29X68
11/24/2023,12:15:39,513,3,500,6774,PETRALEX,MDT-29X65
11/24/2023,12:48:01,1349,3,1000,6775,PETRALEX,MDT-29X64
11/24/2023,13:16:43,1011,3,1000,6924,FRUIT,k13-13C10
11/24/2023,13:52:14,248,3,200,6925,FRUIT,K13-16A09
11/24/2023,14:15:29,1197,3,1000,6927,FRUIT,K13-20G07
11/24/2023,14:15:31,1201,3,1000,6929,FRUIT,K13-20G10
11/24/2023,14:41:45,530,3,500,6930,FRUIT,24D09
11/24/2023,15:05:27,296,3,296,6931,FRUIT,K13-24D10
