Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
1/8/2024,8:49:01,3362,20,3362,7834,PTS,1040034-TROQ
1/8/2024,9:18:45,522,20,522,7828,PTS,1040072
1/8/2024,9:52:02,995,0,995,7829,PTS,1040038
1/8/2024,10:49:07,511,5,509,7830,PTS,1040054
1/8/2024,11:05:37,1040,5,1040,7832,PTS,1040077
1/8/2024,11:30:23,875,0,875,8131,FRUIT,K13-08607
1/8/2024,12:31:35,1515,0,1515,8132,FRUIT,K13-12A07
1/8/2024,12:48:32,524,2,500,8133,FRUIT,K13-16A10
1/8/2024,13:03:38,1010,2,1010,8134,FRUIT,K13-20G07
1/8/2024,13:45:33,1976,0,1976,8138,FRUIT,KRF-21E08
1/8/2024,14:46:14,3550,3,3550,8017,INALMA,TJBI-200
1/8/2024,14:46:14,3550,3,1500,8018,INALMA,IN-009
1/8/2024,15:03:23,1518,3,1518,8018,INALMA,IN-009
1/8/2024,15:25:34,819,3,819,8032,EMPIRE,EATON
1/8/2024,15:55:59,2072,1,2072,8032,EMPIRE,MANITO
