Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
10/24/2023,10:24:16,1753,0,500,5555,PETRALEX,CN-666
10/24/2023,10:27:13,2030,3,1500,5556,PETRALEX,MDT-29X68
10/24/2023,10:45:19,1009,4,1000,5557,PETRALEX,MDT-29X64
10/24/2023,12:48:01,6697,7,6600,5671,GILDAN,LID-382
10/24/2023,13:07:16,230,5,200,5611,ELCATEX,18X10X19
10/24/2023,13:20:16,217,2,200,5612,ELCATEX,22.5X10X10
10/24/2023,13:43:35,219,5,200,5613,ELCATEX,25X10X10
10/24/2023,1:57:48,601,2,600,5614,ELCATEX,25X10X20
10/24/2023,2:13:50,492,2,492,5615,ELCATEX,27.5X10X10
10/24/2023,2:32:40,632,6,600,5617,ELCATEX,32X10X21
10/24/2023,2:59:35,1001,3,1000,5628,HANES,AC-2115
10/24/2023,3:17:30,735,5,700,5629,HANES,AC-2306
