Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
12/1/2023,7:23:29,1055,10,1055,7055,INALMA,GOYA-9105
12/1/2023,8:40:25,6113,10,6000,7055,INALMA,GOYA-9047
12/1/2023,8:59:55,1072,4,1000,7054,INALMA,GOYA-9092
12/1/2023,9:33:33,1066,3,1065,7053,INALMA,GOYA-9099
12/1/2023,11:07:33,6088,88,6000,7052,INALMA,GOYA-9101
12/1/2023,11:35:33,1066,3,1000,7051,INALMA,GOYA-9097
12/1/2023,12:08:33,3092,3,3000,7050,INALMA,GOYA-9102
12/1/2023,13:01:19,3139,15,3000,7048,INALMA,GOYA-9098
12/1/2023,15:34:27,18029,2,18000,7049,INALMA,GOYA-9046
12/1/2023,15:50:55,716,2,700,7085,EMPIRE,EATON
