Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/1/2023,8:19:55,11013,10,11013,5743,INALMA,GOYA-9046
11/1/2023,8:53:52,567,3,550,5922,GILDAN,BOX-71
11/1/2023,9:21:47,1262,3,1225,5924,GILDAN,NKA-24
11/1/2023,9:49:38,1029,4,940,5925,GILDAN,LID-382
11/1/2023,10:34:44,3092,50,3000,5880,RKI,F-3010
11/1/2023,10:54:24,485,10,485,5860,PETRALEX,BOX-19A
11/1/2023,11:18:10,614,4,614,5899,BAY ISLAND,20X16X7.5
11/1/2023,12:32:35,1666,6,1650,5913,HANES,AC-2309
11/1/2023,13:04:14,822,4,780,5914,HANES,AC-4413
11/1/2023,13:30:10,1092,4,1092,5863,TIARA,0230-213-A
11/1/2023,14:11:11,650,4,600,5862,TIARA,TCM-BOX3
