Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
12/4/2023,8:04:15,3801,3,1200,7085,EMPIRE,MANITO
12/4/2023,8:45:42,1000,3,1000,7090,EMPIRE,DECOMA FONDO
12/4/2023,9:04:58,992,2,992,7091,EMPIRE,DECOMA-TAPA
12/4/2023,9:22:16,220,3,220,7092,EMPIRE,MAGNA-TAPA
12/4/2023,9:33:05,209,2,209,7090,EMPIRE,DECOMA FONDO
12/4/2023,9:56:33,468,2,100,7099,EMPIRE,NAL-PCB2
12/4/2023,10:16:38,1392,2,1350,7080,BAY ISLAND,17X15X5
12/4/2023,10:30:50,501,2,500,7081,BAY ISLAND,20X16X9.5
12/4/2023,11:08:50,2274,2,2250,7082,BAY ISLAND,21X13X6
12/4/2023,12:16:02,639,2,600,7077,TIARA,TYV-BOX2
12/4/2023,12:52:58,642,3,600,7078,TIARA,TCM-BOX3
12/4/2023,13:11:23,1078,3,1000,7227,FRUIT,K13-10807
12/4/2023,13:47:30,2027,3,2000,7228,FRUIT,20G09
12/4/2023,14:09:55,1039,3,1000,7229,FRUIT,24D1300
12/4/2023,14:48:05,3062,7,3000,7146,RKI,F-3010
12/4/2023,15:37:25,2550,2,2000,7147,RKI,F-3020
12/4/2023,15:54:44,528,0,528,6263,INHMESA,GRAG-O900
,,,,,,,
