Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/16/2023,10:01:58,12928,80,12928,6148,AGRO-INV,RAMBUTAN-c/I
11/16/2023,11:31:15,5960,10,5960,6441,GRAMORAMA,RAMBUTAN-S/I
11/16/2023,11:47:09,222,2,200,6599,FRUIT,K13-16A09
11/16/2023,12:01:30,549,2,500,6600,FRUIT,K13-20C07
11/16/2023,12:37:24,2065,4,2000,6470,RKI,F-3026
11/16/2023,13:27:30,2068,68,2000,6469,RKI,F-3020
11/16/2023,14:38:16,3745,20,3745,6487,INHMESA,MOP-REFILL-B
11/16/2023,15:01:27,521,5,500,6486,INHMESA,GRAG-O475-GS
11/16/2023,15:29:13,1009,4,1000,6485,INHMESA,GRAG-O425-GS
11/16/2023,16:00:26,1696,6,1696,6484,INHMESA,GRAG-0650-E
