Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/7/2023,7:22:18,1028,8,1000,6070,INALMA,GOYA-9099
11/7/2023,7:49:05,1030,5,1000,6069,INALMA,GOYA-9102
11/7/2023,8:38:04,3108,8,3000,6065,INALMA,TJI-027
11/7/2023,9:05:02,74,3,60,6186,FRUIT,K13-10A07
11/7/2023,9:31:34,2028,8,2000,6187,FRUIT,K13-12A06
11/7/2023,9:36:27,117,1,100,6188,FRUIT,K13-12A10
11/7/2023,9:58:21,700,10,560,6189,FRUIT,K13-13C09
11/7/2023,10:10:05,117,2,100,6190,FRUIT,K13-16A09
11/7/2023,10:32:57,421,2,410,6199,FRUIT,K13-16C10
11/7/2023,10:51:02,478,2,478,6192,FRUIT,K13-20G06
11/7/2023,11:24:03,1585,5,1500,6156,PTS,1040077
11/7/2023,12:34:16,448,7,448,6155,PTS,1040037
11/7/2023,12:45:59,512,2,500,6153,PTS,1040071
11/7/2023,13:34:01,515,5,500,6154,PTS,1040054
11/7/2023,14:18:21,2159,4,2159,6045,PTS,1040064
11/7/2023,15:58:15,3318,17,3318,6046,INHMESA,GRAG-0975-B
11/7/2023,17:32:29,2913,13,2913,6046,INHMESA,GRAG-0975-B
11/7/2023,19:24:36,5035,35,5000,6157,PTS,1040034
