Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
11/27/2023,7:12:20,726,15,700,6820,EMPIRE,EATON
11/27/2023,7:49:56,1775,5,1775,6820,EMPIRE,MANITO
11/27/2023,8:18:10,1690,3,1690,6821,EMPIRE,TRW-263
11/27/2023,8:49:46,392,2,392,6823,EMPIRE,STE0270
11/27/2023,9:11:22,1389,4,1389,6824,EMPIRE,DECOMA FONDO
11/27/2023,9:11:28,1389,4,1389,6824,EMPIRE,DECOMA FONDO
11/27/2023,9:13:01,1389,4,1389,6824,EMPIRE,DECOMA FONDO
11/27/2023,9:49:57,1402,3,1400,6825,EMPIRE,DECOMA-TAPA
11/27/2023,10:14:14,127,3,100,6826,EMPIRE,TRW-TAPA
11/27/2023,10:23:47,123,3,100,6827,EMPIRE,TRW-FONDO
11/27/2023,10:33:11,223,3,200,6828,EMPIRE,MAGNA-TAPA
11/27/2023,10:49:27,224,3,200,6829,EMPIRE,MAGNA-FONDO
11/27/2023,11:01:17,112,3,100,6832,ELMPIRE,VTI-03 FONDO
11/27/2023,11:11:05,313,2,300,6838,EMPIRE,TAPA-PCB
11/27/2023,12:12:42,319,2,300,6839,EMPIRE,FONDO-PCB
11/27/2023,12:38:35,540,2,500,6888,LEAR,231407-H
11/27/2023,13:30:34,986,10,934,6948,GILDAN,D-253
11/27/2023,13:55:14,518,3,500,6946,GILDAN,NKA-25
11/27/2023,14:12:20,570,3,500,6944,GILDAN,BOX-76
11/27/2023,14:53:30,2043,5,2000,6993,FRUIT,KRF-21E08
11/27/2023,15:17:46,1067,1,1000,6984,FRUIT,K13-10807
11/27/2023,15:31:07,722,2,700,6985,FRUIT,K13-10A07
11/27/2023,15:58:12,1247,2,1200,6986,FRUIT,K13-13C09
11/27/2023,16:36:40,2574,3,2520,6997,FRUIT,K13-08607
11/27/2023,16:52:39,502,3,500,6909,PETRALEX,CN666
