Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
10/25/2023,7:32:39,3062,5,3000,5558,RKI,F-3010
10/25/2023,8:08:04,2739,5,2700,5664,GILDAN,BOX-11
10/25/2023,8:43:20,269,3,250,5665,GILDAN,BOX-13
10/25/2023,9:12:28,1622,5,1600,5666,GILDAN,BOX-21
10/25/2023,9:35:04,326,2,300,5667,GILDAN,BOX-73
10/25/2023,10:13:53,2318,5,2300,5669,GILDAN,BOX-89
10/25/2023,10:27:25,525,5,500,5711,GILDAN,BOX-71
10/25/2023,10:42:06,128,4,111,5708,GILDAN,BOX-44
10/25/2023,10:57:55,196,3,180,5706,GILDAN,BOX-41
10/25/2023,11:09:35,186,4,170,5707,GILDAN,BOX-42
10/25/2023,11:26:46,286,3,270,5708,GILDAN,BOX-43-DW
10/25/2023,13:53:20,3272,40,3200,5626,INHMESA,MOP-REFILL-B
10/25/2023,14:34:46,2053,10,2000,5755,INHMESA,GRAG-O475-GS
10/25/2023,15:06:13,1036,10,1000,5756,INHMESA,GRAG-0900-GS
10/25/2023,15:21:36,1004,4,1000,5757,BAY ISLAND,X-85
10/25/2023,15:43:49,994,4,994,5758,BAY ISLAND,X-83
10/25/2023,15:59:43,502,2,500,5759,BAY ISLAND,24X15X12
10/25/2023,15:59:47,502,2,500,5759,BAY ISLAND,24X15X12
10/25/2023,16:17:26,523,0,500,5640,LEAR,ELD1-201102
10/25/2023,16:27:50,95,0,75,5679,LEAR,ELD1-121502
