Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
12/6/2023,7:15:45,499,0,499,7224,GILDAN,BOX-77
12/6/2023,7:29:49,64,0,64,7207,GILDAN,BOX-13
12/6/2023,7:47:23,77,3,77,7220,GILDAN,BOX-90
12/6/2023,8:42:46,1925,3,1925,7221,GILDAN,BOX-109
12/6/2023,9:17:39,626,3,626,7211,GILDAN,BOX-44
12/6/2023,10:46:08,7026,3,7026,7226,GILDAN,COVER-L382
12/6/2023,11:02:37,225,2,225,7324,FRUIT,K13-24K10
12/6/2023,11:14:39,64,2,50,7320,FRUIT,K13-12A09
12/6/2023,11:14:49,64,2,62,7319,FRUIT,K13-12A06
12/6/2023,12:10:47,1028,3,1028,7319,FRUIT,K13-12A06
12/6/2023,12:21:47,1011,3,1011,7318,FRUIT,K13-10807
12/6/2023,13:11:44,4020,3,4020,7248,ZINMA,EBOYW62
12/6/2023,13:31:43,530,3,530,7272,LEAR,ELD1-201102
12/6/2023,14:17:12,999,3,999,7270,LEAR,EHS2-201114
12/6/2023,17:08:01,13559,3,13559,7137,LEAR,HSC1-231409
