Date,Time,TOTALES,DEFECTOS,PEDIDO,#ORDEN,CLIENTE,ESTILO
12/19/2023,7:06:34,491,2,491,7798,INHMESA,GR-0750
12/19/2023,7:19:28,515,1,500,7800,INHMESA,GRAG-0575
12/19/2023,7:43:47,1008,2,1000,7801,INHMESA,GRAG-1100
12/19/2023,8:12:10,1015,2,1000,7806,INHMESA,GRAG-0900-GS
12/19/2023,8:44:25,507,0,507,7805,INHMESA,GRAG-O750-GS
12/19/2023,8:44:28,507,0,507,7805,INHMESA,GRAG-O750-GS
12/19/2023,8:44:47,507,0,507,7805,INHMESA,GRAG-O750-GS
12/19/2023,9:09:08,1507,0,1507,7804,INHMESA,GRAG-0575-GS
12/19/2023,9:39:39,1999,15,1999,7803,INHMESA,GRAG-O425-GS
12/19/2023,10:18:17,515,5,500,7802,INHMESA,GRAP-O425-GS
12/19/2023,13:50:37,14978,5,14978,7807,LEAR,HSC1-231409
12/19/2023,14:14:53,1058,0,1058,7854,INALMA,GOYA-9047
12/19/2023,14:14:54,1058,0,1058,7854,INALMA,GOYA-9047
12/19/2023,14:18:35,1058,3,1058,7854,INALMA,GOYA-9047
12/19/2023,14:20:06,1058,3,1058,7855,INALMA,GOYA-9135
12/19/2023,14:41:05,1051,5,1051,7853,INALMA,GOYA-9099
12/19/2023,15:51:26,1073,20,1000,7853,INALMA,GOYA-9099
